('f9cf0475-58b3-4fa4-98cd-af34b10d71dd', 'poszkodowany'),
('92586485-ade5-40b3-aac6-7dea324db891', 'sprawca'),
('e150003b-1766-4d75-b801-53177049648f', 'sprawca'),
('46d2e5ed-54e7-4329-9715-fdba486fc42c', 'sprawca'),
('8851ad0e-7ac7-46c4-b728-a51946147d18', 'sprawca'),
('12214b6b-2755-4730-a068-4bcbd9308213', 'sprawca'),
('5387fafa-7d7e-43eb-8e41-1112a0c4c950', 'sprawca'),
('bfa40da7-6ec0-4d77-957a-13b70730daf2', 'sprawca'),
('e0e80f79-c2ae-4e79-94e5-b563ff6a0811', 'sprawca'),
('d081352f-c7c4-4308-827c-9d9e6e950754', 'sprawca'),
('0cb66cdb-75ac-46a4-9f30-9ae0d38b5b75', 'sprawca'),
('4509d725-be50-4169-8a9d-4651bd8ddf4e', 'sprawca'),
('6fd94dc4-bd78-4a04-8350-247e91be0f2e', 'sprawca'),
('b917ceac-bd95-4264-a2b4-45e01f276a30', 'sprawca'),
('5e34cc56-f452-4fc9-af55-8c9b6137cb35', 'sprawca'),
('c9d85661-d441-4cef-934d-f66dd8282e80', 'sprawca'),
('cbeb5d64-86f1-4510-9333-abb7d0ed7b7b', 'sprawca'),
('c2a203c4-cddb-4c3b-b3bd-fc6eeda0fa20', 'sprawca'),
('d42b0e87-e474-45da-869f-526b5ca11d48', 'sprawca'),
('17efe172-15bd-4f33-8ef5-b021784a0526', 'sprawca'),
('ac9bd54a-c679-4eb8-871d-ff6440f3bba0', 'sprawca'),
('7f1ba44f-819f-4ec7-8dec-7d28d7d9953a', 'sprawca'),
('ef04532f-6047-4316-a242-e2d14538bfe4', 'sprawca'),
('b5a730fb-0032-4c58-b008-9693c9e97a9b', 'sprawca'),
('1cafab78-6a73-4cf7-aabd-75df42d3837c', 'sprawca'),
('154b0ef3-4969-48d1-8007-f9bd2ce01b8e', 'sprawca'),
('1489fa29-00f1-4793-b86b-6809d0aaf278', 'sprawca'),
('adaeef27-770b-4fd3-9ed6-06237cabcb34', 'sprawca'),
('57e07507-3647-43da-bc81-ef29e261ac82', 'sprawca'),
('d0bb5db8-eeee-49b8-9fcf-cf7519b12af7', 'sprawca'),
('560a8e86-39e9-445e-b52e-da686b4401fc', 'sprawca'),
('f9f81bfd-44b5-437d-ada9-c537f58f6b2c', 'sprawca'),
('5a72061f-741e-46f1-9725-73b520a3a59b', 'sprawca'),
('1fab9cc7-e60c-4514-8b3a-2278fb34b372', 'sprawca'),
('f245a7f6-a417-4da4-8927-fa4824b585ea', 'sprawca'),
('5e3b381d-1102-4d8a-b30c-cc87b058f257', 'sprawca'),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
(nan, nan),
