('548b95d4-ac85-4264-ba1e-bde5f3681517', 'email'),
('31072bab-fbba-410d-ad9b-53f60bcd4807', 'email'),
('58517832-34c7-468e-8216-2368eddae145', 'adres'),
('cbafe1ad-8c93-433e-83de-14272659ab98', 'telefon'),
('26779e61-eada-4c08-b8f0-65c7d9d18d28', 'NIP'),
('fc67a70f-39de-4bba-a9e3-ae0ba4dd8371', 'pesel'),
('fd45c5a8-762e-4197-a4ee-6227efe6a2fd', 'email'),
('861ceaae-f7f8-418e-9a96-8a080f85881a', 'adres'),
('27c72a07-e969-4afb-a20b-fbb3a4c8b73c', 'telefon'),
('111b3f7d-876a-4397-bd3c-2f8d4927c2e6', 'NIP'),
('89ef5543-f95c-4117-af53-cfacedeacc94', 'pesel'),
('be8d126e-861c-431f-93ef-1e92ad3b5ca3', 'email'),
('d7515ee3-1c44-4156-96a0-3312e5c19ad2', 'adres'),
('676f114e-45e3-4f75-8e9d-c9616a44b840', 'telefon'),
('e39975ab-72f6-4e1e-af22-b3d22d180bb0', 'NIP'),
('5daeee1f-5f72-404b-9486-6481aca37f2e', 'pesel'),
('58ec7904-8e6e-41da-8ddf-ba370d52dff4', 'email'),
('4978a006-06b8-4d1b-b439-72c9a715a042', 'adres'),
('fa2e4ca4-37b9-4475-9307-390191271b96', 'telefon'),
('cbbef0c6-5777-4bf2-a5b8-414a7cbd1a32', 'NIP'),
('b1ba739e-ada5-4419-b04e-de0733906b5d', 'pesel'),
('98dcf22a-c765-49c2-8f95-06e4f5e24fb1', 'email'),
('42283fd7-d8a6-45a4-a9d3-2bed2fa32e1b', 'adres'),
('a9ef17d2-a7e4-48e4-b6d9-8a4e6a0110c4', 'telefon'),
('4f9a41d4-42d0-4948-8287-65a4e72a1673', 'NIP'),
('8487f908-90c5-4d5b-8f72-1efbc01341b2', 'pesel'),
('1a989276-f1ce-4242-9aec-cc150f57bfb9', 'email'),
('afce74b7-46f6-4a9e-ad3e-297f01d0eaec', 'adres'),
('11c7686a-dbec-41c0-8ffe-9799b4ddc55a', 'telefon'),
('a7fb74a0-0070-4043-b1db-fb3fa8b92707', 'NIP'),
('02cebc45-aba4-43a2-b92c-088ef206ed43', 'pesel'),
('fca351aa-fae7-476a-be58-020ee1bfedd3', 'email'),
('bd46e16c-0c03-4a30-ae1d-a15cd7280193', 'adres'),
('68f69c07-aee2-42c6-b9c6-d5f89501b85b', 'telefon'),
('63e42760-1483-448c-91b2-108091694568', 'NIP'),
('db304d32-2ca1-41d4-9d45-a19c52ea5fb5', 'pesel'),
('7ff5c6e8-30a0-4ed2-a840-09419368d1e2', 'email'),
('cd19af33-53b5-4250-82a8-69b334489503', 'adres'),
('85007b84-8038-4903-b2c8-76681a970fba', 'telefon'),
('e81352d1-24c9-45ab-bd3e-f97847a38e9a', 'NIP'),
('1965e0a1-6065-4a62-85cd-bfac9d413d87', 'pesel'),
('4186c727-0312-4ebf-be9e-848211696c78', 'email'),
('47d993bf-0cb5-49be-8009-1b96f426c615', 'adres'),
('349fda1b-cf48-43c1-9196-ae86b0291173', 'telefon'),
('72a42949-a70a-4ae7-a3cd-45f0de55493b', 'NIP'),
('750418d5-61f5-43dd-9818-7c98a6a6d5b5', 'pesel'),
('064c5522-0a77-42c4-98cf-016cbd9c5e85', 'email'),
('7ebbd877-cd9b-4c12-8817-f62a51f6ab12', 'adres'),
('5932d06f-0f82-4692-a2f8-722b86193814', 'telefon'),
('42ba98e2-b066-44e4-843d-352f9dba5fd2', 'NIP'),
('b5ef4652-ebc7-43cb-ab88-1e82edc39c3b', 'pesel'),
('bc269eb9-529f-4f9b-8927-509084e73cb4', 'email'),
('060e3131-c191-43c2-8875-ea1dffb4f84a', 'adres'),
('a2938374-114c-4d8e-b735-a121da2455f5', 'telefon'),
('05bb0577-c0fb-4aa2-90f5-34e4eb4bfbf3', 'NIP'),
('52e88b7c-6731-4b7d-9d2e-b4b5fcbdfb8d', 'pesel'),
('a7a8e146-c715-4f79-a536-20a9d14c4db4', 'email'),
('926a5ff7-c12a-404d-8787-236139d44571', 'adres'),
('9fda8627-317f-4d24-9932-3d3201b650ac', 'telefon'),
('756e9d5f-6971-4357-ba23-ec1510cb6896', 'NIP'),
('21213533-1fb2-449c-b7e2-2267ee55ad0b', 'pesel'),
('23b3a92a-17c0-416d-9eab-47d14f2c03a6', 'email'),
('88d8aec3-ae83-48c9-903e-65c5fc65fa92', 'adres'),
('f8c6c895-bfec-41c0-acbb-1e1c0031333c', 'telefon'),
('58d41e42-3bcc-4d72-af31-aa256367d7d7', 'NIP'),
('fe662e14-29ba-46eb-b5ad-86524f94cf5b', 'pesel'),
('5600701e-9951-4676-82ca-f9cf85c3aad2', 'email'),
('7d298554-a4f0-4faa-bd5e-2d9a5be9ea06', 'adres'),
('0919f5ef-f65d-469a-88ff-628458f5ab82', 'telefon'),
('5e308d52-501a-4b26-aabf-54f01d09b959', 'NIP'),
('085f58bc-dc3b-4a5a-be74-b483c195078f', 'pesel'),
('402c1293-62c5-4c22-9255-96ca966a7e2c', 'email'),
('dffa4b36-2fd0-4d35-bc91-36e772a1c3b9', 'adres'),
('311c2878-d8a5-47c3-a8ed-c5e10338f72b', 'telefon'),
('8ced83d5-0d48-4694-8558-750313079deb', 'NIP'),
('d83864d6-f261-42c9-af30-0c58c59349e6', 'pesel'),
('116dbc06-26d7-4e52-8139-fd509b4368a6', 'email'),
('621f2cb5-4393-4859-ac9c-d10a2fc4539f', 'adres'),
('6ee91a51-c267-4127-9214-37ad04fc87f7', 'telefon'),
('14769eab-3527-42a1-8b4a-e0657907cdea', 'NIP'),
('19b404bf-7ff1-49e1-9867-6177032d06d3', 'pesel'),
('f7f5829b-fe12-4383-81f6-3b86dfa5de54', 'email'),
('98ccc024-9c26-4dcb-9e2d-317f6e1361e0', 'adres'),
('7740a660-8b10-47d3-8d5e-445ac49b2ba2', 'telefon'),
('54a20985-9d74-4345-b240-5050ae696c9f', 'NIP'),
('c9df7541-a450-4989-ac49-1cb23583ea31', 'pesel'),
('d77873c9-2bb2-4ccf-966a-5b3f0a52fca7', 'email'),
('7e0c1e46-e3e3-4047-b23b-4086ddf5defd', 'adres'),
('4967e93b-644c-4e50-9e07-b9dd22b67442', 'telefon'),
('32902e6a-3f35-4e2d-b930-79c1618bb2ae', 'NIP'),
('40deb245-e3fb-4485-9183-a0c4550539e9', 'pesel'),
('c9a1aa8e-5856-4ca7-b045-a581cddc3915', 'email'),
('c0664962-c995-4243-8482-649c268df4ea', 'adres'),
('cc64f4af-158a-4732-944f-a755727882c9', 'telefon'),
('867ed34f-8890-4e5b-9510-6ff659125cc3', 'NIP'),
('3a2a87df-2efc-4897-a114-7d9357935e34', 'pesel'),
('c6296390-dc03-4913-bc9a-b68d04ddf9e5', 'email'),
('76654b4a-7382-4d93-8be4-ccf48bad3fb5', 'adres'),
('b8f9f24c-9cf1-4188-be55-6dd485c72864', 'telefon'),
('dfa37e07-c575-4421-842d-539505e6344c', 'NIP'),
('caca3468-33c5-4713-a2de-8d6e19cf8d33', 'pesel'),
('a285e689-7da7-4db3-93f0-e949573ebead', 'email'),
('fc780cd9-63f8-4abf-ad23-76f4bda18ba2', 'adres'),
('03d96714-3488-4bd1-9ffc-b4981822173b', 'telefon'),
('4cdca77c-61ac-41d3-a90e-cd09d2533f93', 'NIP'),
('9bb63a57-4386-453b-ab7d-c0e971ad1bef', 'pesel'),
('1d70e4e1-4876-49bf-b062-3193949c7211', 'email'),
('10565b13-ef45-457b-91e1-30b6cdeb7a2a', 'adres'),
('27bcd1db-0eb4-4c2c-a817-f117830e2257', 'telefon'),
('13573b90-3efe-4ba5-999b-51ac3220ac14', 'NIP'),
('ae04a2d7-2ddd-4dab-b24a-c64ca6a490ab', 'pesel'),
('0ece4368-e901-473b-814f-779af68cd942', 'email'),
('5b1cf09c-93fc-4367-beab-004b76572b0e', 'adres'),
('9a5fd498-a58f-47ed-86af-291222a628e4', 'telefon'),
('39cd7fd0-4e06-4f67-9f6e-e177163b4e5e', 'NIP'),
('ae99706e-84da-4efa-a550-5431760f0f58', 'pesel'),
('224ee7eb-292f-4d7c-afd2-28dc4db4dee6', 'email'),
('f0a0668c-d2ae-4da5-ba26-b5086b1dd151', 'adres'),
('6131db49-73c3-45d6-ac64-74ae79118415', 'telefon'),
('dd6d2de7-10c0-47e5-81db-fa155f0a2ae6', 'NIP'),
('0ec52f2b-4eb2-4654-80d1-58e87425d880', 'pesel'),
('73458f7e-98c9-40b3-9358-ca65f1b6f77c', 'email'),
('0e01d32d-2031-4b06-a2de-b4b7f5da6db0', 'adres'),
('98016428-5c6e-4e8e-9201-591650b5e06a', 'telefon'),
('fac28710-d2e5-43e6-a258-b9e27fd60b62', 'NIP'),
('1dd3d128-8cdf-476c-93bd-a8a7b647a38e', 'pesel'),
('e8174b2f-dea4-4856-9816-003ccdfe6941', 'email'),
('8930117e-02a4-4d18-ae8b-c8bed06a872c', 'adres'),
('279dd9a3-2bbd-4a40-8e35-0c92893038dc', 'telefon'),
('b69bce60-88e8-45c4-9991-2a9dfe0e180a', 'NIP'),
('0a655e4a-8c1e-4594-bc3c-ae185b59ad66', 'pesel'),
('1fe26f1c-6dbc-4229-8c4a-227a9defaf72', 'email'),
('51970cda-7ec6-48c8-9410-4c9584753e5c', 'adres'),
('3f92277c-9886-40f6-b760-d656a5a48054', 'telefon'),
('ef4f07d1-d4d6-4dcf-a3a0-15f7bbaa2f95', 'NIP'),
('e2d72b6c-73f9-4f1b-9852-0c7ddf4de667', 'pesel'),
('c4bfc1f2-7881-4c23-868f-e0e5d8fcaff1', 'email'),
('a990b590-7428-4c3e-8004-a5dc06d6dfc0', 'adres'),
('5b3ae054-6fbd-4757-ba66-7cb226b39e53', 'telefon'),
('d34fb9e2-6b8e-4790-8fa5-05d298b83d26', 'NIP'),
('0697f52e-311d-4d92-856c-2de94c64a202', 'pesel'),
('93a065ea-cb33-4369-a345-81da137075a9', 'email'),
('0a1c39b0-35d9-4106-a3f6-7acec826b4f0', 'adres'),
('556460bc-da5a-433c-b8be-d22eab071751', 'telefon'),
('2e21e890-72f0-43d7-9d63-f6c500b9dc99', 'NIP'),
('e9180e8e-3a17-49be-8750-ab698aa8b800', 'pesel'),
('d633ca67-eeb0-41ad-ba33-84d04059c4c5', 'email'),
('70213746-53a7-40fe-9fc5-6c78ae0558b9', 'adres'),
('80f526f5-3afe-4b31-b428-798c80460c78', 'telefon'),
('5c2c1cce-bee0-47f4-b58c-f0d6615fec2a', 'NIP'),
('87862268-faf8-4f5a-bf3d-d483f532a846', 'pesel'),
('33874a30-52a0-4fe0-bd8d-b7f1e6d6816b', 'email'),
('f00706d0-22ba-4231-b24c-a50b0c080bfd', 'adres'),
('4a3690ed-0100-428f-a1b9-ef756977dbe4', 'telefon'),
('41d50205-058c-4f7b-9bad-1900e9b85be3', 'NIP'),
('785076a2-2599-450b-8d3b-012251346a8c', 'pesel'),
('436eab79-62d2-4454-b658-dd126230e22d', 'email'),
('bc08c2a6-c69f-4cdf-ad31-d811ba435e10', 'adres'),
('9ce52e9f-0c71-40c1-b6c8-be7065673dd1', 'telefon'),
('8e061087-f4a6-4431-8998-1cb63c6a7376', 'NIP'),
('4997807f-4141-4b81-88e9-96075c1a4b40', 'pesel'),
('24f08c09-ffd2-4b5c-aac7-49d9832abdb8', 'email'),
('65f4213d-8962-47c2-9ec0-71bfc3dcff5d', 'adres'),
('8e88c47d-568b-44f2-a0e1-e9c98d3f8a1c', 'telefon'),
('02a9f968-6c9b-440b-8cbf-2844b532a21a', 'NIP'),
('20549143-e656-42f0-b9a3-f687d147365d', 'pesel'),
('fcf7ce66-d83b-4d28-a71e-6402a3c6f616', 'email'),
('1345ff90-b6af-47ea-985a-bf75d12da63d', 'adres'),
('dd9ada7e-7d08-497c-b8cd-b0bfe0eb6b0d', 'telefon'),
('4708cc9a-e01b-4fac-abed-f19afeb0cc80', 'NIP'),
('db86cb6e-89d3-4786-b750-4495a3520f28', 'pesel'),
('fdd3eada-5339-470a-bfd8-8ee9f3818cca', 'email'),
('53b92042-7df0-4d28-973e-1064222b40f9', 'adres'),
('06e3d27d-e845-4cab-8be0-c19b5d1184e1', 'telefon'),
('7fc0d347-86af-4493-99f7-6db24d6342c6', 'NIP'),
('f9e84747-7be0-4bdb-b208-6017f7c7a506', 'pesel'),
('ac035382-f23b-44b9-921d-238f80350512', 'email'),
('7fe4bad0-975f-4eb7-836f-12ee191f4426', 'adres'),
('874a835c-3c11-42e4-982e-854df36aeb7e', 'telefon'),
('8f76f62a-5cd4-4fa9-a804-9f9f41b4e150', 'NIP'),
('862a760d-6d8f-4a50-86f5-5ba33db8f276', 'pesel'),
('c6e00adf-35b9-4da2-9198-21ad1a2f2067', 'email'),
('1f7376f4-a200-48ee-a96b-ad3852246e67', 'adres'),
('89164546-af6f-4861-b43a-07f62c2af819', 'telefon'),
('c50e39e2-6bae-441d-9700-4516b232c31b', 'NIP'),
('65515203-de91-44e7-b194-bd722f3caf7d', 'pesel'),
('086c2497-0154-49ae-99eb-587d46f802d8', 'email'),
('c86a8920-bf41-4e88-baac-6e174772eab2', 'adres'),
('28399c6b-7bb6-4364-a60e-24d4db99c9a4', 'telefon'),
('ce00b73a-6626-481e-9efa-b6379977b7bf', 'NIP'),
('ec1c66d3-8bc9-4dc4-9ed7-7d5175826359', 'pesel'),
('dfd50f00-b5ea-4631-817f-84d3ac0af396', 'email'),
('242914ee-9b1c-4a32-a5ae-10251138c323', 'adres'),
('dd912439-4347-4abd-ad48-538b07468776', 'telefon'),
('ebefbce4-7267-4160-962a-5f57ce4e899a', 'NIP'),
('9f3b02db-6997-40ce-9250-bea57b50fa52', 'pesel'),
('78b09f5d-5db9-4e02-a3b5-865a374f6502', 'email'),
('17ca79d2-f67c-42e2-8e98-e2b0f1fbb89c', 'adres'),
('1aa9f67b-edcb-42d1-ab34-25eb4043ab7e', 'telefon'),
('9532adcd-7998-4aab-a0a7-c373cae90df9', 'NIP'),
('6161e3f2-4787-41d5-b580-4682da8c7566', 'pesel'),
('db8c85c0-5660-4017-84ba-b334a746f644', 'email'),
('c6e2414d-9753-446d-a371-75a6d3ca0df5', 'adres'),
('5bebcc8f-7164-4c7b-ad9d-d5fe3f0e7dad', 'telefon'),
('f7b0f402-5cef-4feb-b02d-1378e04ed468', 'NIP'),
('4ba7374d-026f-4062-aab1-6a81446fd663', 'pesel'),
('7834812b-b42c-44a4-9571-8d39fe3d1e3a', 'email'),
('439566c8-a288-4d26-9441-04116a9ac8a3', 'adres'),
('876b3a16-7459-4a97-a6f0-daf6dfffcb66', 'telefon'),
('1171fcb1-0e49-4e07-ba5e-59ee75475989', 'NIP'),
('7f61a57c-4ac0-434d-861d-d9f69b499b76', 'pesel'),
('ce421ba8-652f-40b6-8a43-d516b1fdf92f', 'email'),
('0d3ff947-b382-411e-acad-b99c60b0d64c', 'adres'),
('2131af58-88af-427e-8a43-dd61f4b3ff8c', 'telefon'),
('95a7e8d7-e7a1-4995-9008-abd97fce68ec', 'NIP'),
('e8db09a1-4080-48a2-b834-a12720993381', 'pesel'),
('77977231-ca72-47cc-ba60-9085c7374640', 'email'),
('fa2da010-7620-450e-bc37-441a015d8335', 'adres'),
('72a4ad65-3cb5-4d95-8734-4cf82221b7bc', 'telefon'),
('c7dc1a0d-df34-4554-9250-d766a566ab3a', 'NIP'),
('33f40e5e-2a35-4f1f-bcb6-bcdb931ffcf1', 'pesel'),
('3e12f490-ab5d-47e6-9472-700e43a1ae15', 'email'),
('4d2ec773-3e9d-498d-8706-a68414f4ad41', 'adres'),
('05c436d1-1158-4b86-96f7-32400da36ac4', 'telefon'),
('a7205a23-fa7b-47c0-837c-96097463e5ee', 'NIP'),
('8aae96e9-a5af-44f7-abdf-bcd1187afc32', 'pesel'),
('53eadf7c-ec26-47be-93c2-e8d0637c5b6c', 'email'),
('40d93e58-10c2-4e77-be63-82f86448c80f', 'adres'),
('110864f0-45ed-488e-9d4d-92013bc65479', 'telefon'),
('a8f20741-f868-403f-9357-e0935a211ea3', 'NIP'),
('7f85b313-b5dd-45be-a87a-7715593a6a89', 'pesel'),
('3a3fc311-5149-4f5a-8c10-cc9186825f3f', 'email'),
('66780f21-b057-4681-9b04-7cdc722bf1d6', 'adres'),
('8bd1c940-195c-40ac-953a-383d981212f4', 'telefon'),
('770e5351-7471-4866-9ab0-9e50ae929d74', 'NIP'),
('cabe15b4-437c-45da-ac4c-77e304d3ae61', 'pesel'),
('e18d7132-382c-4578-aa5b-a0f40b8a85a7', 'email'),
('4d6cea85-89fe-4b77-b3cb-c20f29e1de75', 'adres'),
('bc0ebe3f-2332-4088-914c-d29c63283d41', 'telefon'),
('96004ca4-8efe-4326-bda9-3747d98429c7', 'NIP'),
('902cbb84-c451-44cc-95f3-b865fc32d716', 'pesel'),
('3ffc528d-8e4c-459f-9dd9-976e543727a6', 'email'),
('7d40764c-bc14-4a78-95ec-40568a44913d', 'adres'),
('57bd952d-8921-467c-9189-b1fa0e196a0e', 'telefon'),
('3385c032-58c7-4813-a7db-60bc0a986a85', 'NIP'),
('d59fb423-61db-4a14-a3d7-d6ed2e627a74', 'pesel'),
('ade6fc00-667f-4292-9408-171353ce8003', 'email'),
('df0537fa-c0a6-482e-8846-702d537fd170', 'adres'),
('2088530c-5229-412d-b8b1-b39e52151f7d', 'telefon'),
('2cf73ff7-9f97-4e8e-9111-28254e304e0e', 'NIP'),
('8f167532-5dc6-4071-b52d-4fb3743ae778', 'pesel'),
('9e290702-1927-4751-a962-476ac7d2a5ad', 'email'),
('30adb013-ca3e-4395-bbac-0cc65544b80e', 'adres'),
('d0d30823-fb38-4587-92ed-2f2bbc48dd4f', 'telefon'),
('012ed137-5267-4753-a33e-c41ceed45ca7', 'NIP'),
('9c908ad9-d881-432d-959e-b7d55b33a551', 'pesel'),
('de9b6190-3bd9-457a-b86b-d43f6a68bb26', 'email'),
('43195c2d-53f9-469a-a2ce-9ffec055d7db', 'adres'),
('f2cc311c-ac1b-420c-9b1b-cf4bebcbd4e4', 'telefon'),
('8d2c42d1-476b-4e3c-a4d0-3daa514e1a4f', 'NIP'),
('2b346dbe-cc04-4ea8-85b8-2eb4a2c7e59c', 'pesel'),
('35c0ed03-b0c8-4b64-9ce2-d27c378e13ad', 'email'),
('6e9a4bcb-54a8-4601-a8a3-f0db2c3ee301', 'adres'),
('e8e29bf8-a33a-485e-9cdb-b2c1a83a8e8f', 'telefon'),
('9adf26c2-d945-4b69-8490-5a05c03a7fe7', 'NIP'),
('f004636f-aaf1-40b9-9e9c-ba1637d95232', 'pesel'),
('517ca8e4-5c91-4d4b-a701-57724fbc224b', 'email'),
('387d7d0c-9384-42fb-b422-0d4989162687', 'adres'),
('e3cd9fb5-cb06-47b3-a4c8-9aaad3a6a698', 'telefon'),
('672afb8a-a6ac-4b96-96b4-6cf1a04dfb68', 'NIP'),
('cc8f5b23-ef09-4fcc-9239-f9555b014bdd', 'pesel'),
('8146a261-c43e-43d2-ac6c-4019408ea0ca', 'email'),
('5629ffc2-f5aa-49be-919d-f0d5ea2ae8fa', 'adres'),
('1b6b21ce-4431-4a02-9248-85745289ee39', 'telefon'),
('db35357d-3a94-4a54-a30a-7892929b673f', 'NIP'),
('1d0dc776-99a6-465e-96b7-7849a570eab9', 'pesel'),
('f4352faf-3195-4e6d-a4b0-a32ba00050a0', 'email'),
('48bb3dbf-485e-4f5e-b248-f18dc1ce4d2b', 'adres'),
('988a1acb-4415-4a1a-a8f7-17023db9dec2', 'telefon'),
('5b744e40-5a23-4e05-a6ec-6e7c18f245c6', 'NIP'),
('3f4ce55c-bc48-492c-9d32-edbf60bd8d21', 'pesel'),
('c85126f2-ae92-4ac9-90d7-8b66245a39eb', 'email'),
('727be319-ab33-417b-bfd4-44bdddaf8bdd', 'adres'),
('64dbae7c-28b2-4564-b456-19bea2c0083e', 'telefon'),
('e9e7915e-6312-4ef4-9e67-d323455473e9', 'NIP'),
('690bab0b-2611-43ea-b99d-d77f7ba315c6', 'pesel'),
('c8bd9166-5ca5-436c-8831-121870df85e1', 'email'),
('70a9c2ab-9ef2-4310-826c-1a16836eae1e', 'adres'),
('e0ca610e-a906-40ce-a4da-16f02f55ed46', 'telefon'),
('e0cb2725-1e65-439e-a417-8c34e3c6f569', 'NIP'),
('e48caa2c-bfa7-40bb-b20f-31034c6656ee', 'pesel'),
('bfc6a50d-a643-4641-aa1e-88425e0f4380', 'email'),
('bec19875-db7e-4356-bb51-31ed7734a566', 'adres'),
('e6eb9124-92b9-472e-b227-7a4412f7f5c0', 'telefon'),
('4cc126f7-ddbb-4074-9861-8196f91073ba', 'NIP'),
('6d00520f-fea8-4218-944d-d98a970c0e87', 'pesel'),
('dc2fa462-de17-4422-a635-0b6e88c19095', 'email'),
('bc747fae-36b6-4fd3-85e5-587be6b841d0', 'adres'),
('7e600471-68ec-499d-a5be-bfcbf46178f7', 'telefon'),
('8a86862d-b7ab-4a8f-9276-ccc26e9145c2', 'NIP'),
('f9250c82-f10a-49e3-b714-c48e374abba7', 'pesel'),
('3cf25546-5822-4b1d-8168-c70747f79f3e', 'email'),
('25d6a87a-3536-4e3a-a2fa-421c8c28ae5e', 'adres'),
('dcf800cd-7ec5-4abd-ba1c-4f178720fb8d', 'telefon'),
('ebe57454-cd71-4728-8d82-557dfbe3799b', 'NIP'),
('5b90a875-807f-4980-8238-4dcc460e3aae', 'pesel'),
('fc3bb82f-f3aa-461d-b6f1-4a43ea40cdb3', 'email'),
('0dfda503-d037-40c8-a3ce-50d05beea1d2', 'adres'),
('8e1f538f-a779-4ac2-80e9-b01df11c702b', 'telefon'),
('036bb02d-bfb0-4c42-a942-13db4525deec', 'NIP'),
('d76175a0-4bfc-41e7-a6b5-2edf846aa331', 'pesel'),
('fc50f144-7d0a-4c68-b606-6b79aeb49a44', 'email'),
('59b49618-bdb6-42f5-9f39-1cf34f398109', 'adres'),
('1d6f5ebb-5e02-43c4-a6ad-90969e53acb8', 'telefon'),
('41df578c-5998-41b0-9909-4fc50dbfb71f', 'NIP'),
('124c2d78-a2fb-413f-87c8-34227d81787f', 'pesel'),
('f6dd5601-12b8-402f-972b-f2647f0232fd', 'email'),
('b61171cc-797f-49ab-aa4b-9d5aab1f601b', 'adres'),
('d0ed9b2f-7a51-4fc4-991e-2899cdf97e03', 'telefon'),
('e3020409-16f9-4df9-a408-dc9a9ffb8834', 'NIP'),
('f7fd3111-5a84-4beb-b17d-1a785eddfdaf', 'pesel'),
('518901a9-8a93-4eb1-b87f-809267100f84', 'email'),
('e6f449b4-d84f-47a2-8252-3bcf1cdf04fa', 'adres'),
('703deba5-2a51-410f-99df-db5bd48029a4', 'telefon'),
('50d62dbb-fd26-407f-b8ce-ba52eece28c9', 'NIP'),
('c5034f7b-2068-435a-a8be-e35e045102c4', 'pesel'),
('23ff0c98-e95e-422f-ac9f-424708ffd93d', 'email'),
('e7747b59-c5ea-4ed8-a7ee-26d262f8a8a7', 'adres'),
('ab7368f1-043e-4838-a705-6ce1e3ebfdfb', 'telefon'),
('da91230e-d78a-4e59-a6d7-160cb765070a', 'NIP'),
('55989f90-b90a-4682-8331-9a8fda563d66', 'pesel'),
('6b7dd8a2-41d7-41db-955f-3d7c29459558', 'email'),
('03745a83-70b1-4285-b253-8beed266f239', 'adres'),
('e7f96932-e7a1-4cc2-8d1d-0702adbb919b', 'telefon'),
('931672c8-449a-4b9d-a1a2-734e7923a178', 'NIP'),
('fd5b94d3-bea9-47aa-9f1e-92221eb10098', 'pesel'),
('06f606ea-cf01-4c72-8c1c-2a46dcd84571', 'email'),
('05c7ef68-81d9-429a-b8fd-764122c39b1c', 'adres'),
('bbee1044-4017-4307-b53f-816d5d831ef6', 'telefon'),
('a71a0507-5bf9-4c0b-9964-88cefc4756bc', 'NIP'),
('2cebefae-510d-49b2-83f0-610e1a85283d', 'pesel'),
('9f841e07-d624-4265-b53f-70cf85b2cf0c', 'email'),
('bbf9d92a-8d4e-4057-ada6-ee8846a399ea', 'adres'),
('f73abf7b-37c9-4362-b1f3-ea1e60722203', 'telefon'),
('7b1faf99-9633-41d9-bdef-ea597ae85776', 'NIP'),
('51290441-66b9-49dc-a89e-32f0a2d75366', 'pesel'),
('1f828ccb-1058-471e-bc53-b4580a1ad258', 'email'),
('4fe887bf-aeb2-4d54-96a2-32b6dd91cd3f', 'adres'),
('4024e8e2-fa4b-43f8-8470-a9c87b463874', 'telefon'),
('b383bb70-8dd2-4e5a-8d2f-f2c37e51ffcd', 'NIP'),
('4cdc0499-ad41-45a7-852f-af46ec3c2a49', 'pesel'),
('84d0cb60-dff4-488c-8bc1-a9cf48f5df1f', 'email'),
('0d8357b6-0be4-4816-aec2-0ecac7375ba0', 'adres'),
('4299b11b-bc6a-4d1b-96b8-dceb4314ae5e', 'telefon'),
('ce55887c-5461-47ee-a0c0-ecb40ea3916e', 'NIP'),
('eebae29f-1a9f-4861-87bb-16b929657cf7', 'pesel'),
('bcf7abc0-7c52-4ed1-8066-1f4164b6c03b', 'email'),
('d526dd78-2742-4ce4-bfd4-f2d971ae6a2b', 'adres'),
('81d978b1-3feb-411b-9f6e-aec383ca2c7e', 'telefon'),
('7d521326-d4c6-4146-9330-5f116aa35e98', 'NIP'),
('82daf742-d3a2-4d45-9353-ec41d5161449', 'pesel'),
('d549345d-06b1-4d7f-ba06-82998c3fb192', 'email'),
('43e35fbf-2fd7-42cb-8d3d-f2635df0fdd8', 'adres'),
('64df1786-1708-4624-94a7-74130e854c55', 'telefon'),
('78f0544d-2cbb-4023-a15c-3d506c7b5719', 'NIP'),
('d2e97365-bf49-4536-a064-2027677610f9', 'pesel'),
('aadebe01-9f7b-4f4b-86ef-6aed861ccfe1', 'email'),
('cd70ae7f-b2c3-4bf7-9f9a-f6f04b9c966b', 'adres'),
('a50f0d1a-37c2-473c-bccd-db2d419484fa', 'telefon'),
('fbfca1cd-1734-4786-9775-5b194ff95f20', 'NIP'),
('af15d6ca-7c39-4d1b-a116-22c6a172d9b7', 'pesel'),
('8290ce78-8149-4967-8827-f919d4a19b9c', 'email'),
('7f64251a-54c3-4279-9e2f-a591ef00517a', 'adres'),
('820013bf-3cf0-45e2-8147-4bf6aeac4d9d', 'telefon'),
('99a58447-3775-4348-8ddb-8f3de8a05755', 'NIP'),
('57f98f48-aad0-4c5b-9d0a-3a86abb3865f', 'pesel'),
('11921fbc-15b9-4f2e-b2f3-bf99ac1d3fda', 'email'),
('78cd6e9c-758c-4adf-a444-951ba7c35c49', 'adres'),
('0b5f3209-9571-45f6-81eb-ddf111b4949b', 'telefon'),
('bc39a7a9-116a-4fe9-82b7-c9657b3598a4', 'NIP'),
('c5a6418f-5cf3-4c5c-b2c4-a1294ffd6946', 'pesel'),
('86435337-5a5d-4002-96a9-788e0994eabd', 'email'),
('f16372ef-8a4d-4b38-9c05-65c3c5c29a56', 'adres'),
('b317898e-05e5-412f-9b6d-46948aa9fa79', 'telefon'),
('3f755551-4f61-4ec3-8ecc-8cf8e3428c79', 'NIP'),
('7b98f474-17a7-4f26-8c40-00a0bb722ccb', 'pesel'),
('8ae7e194-edaf-4bc6-92f5-2388f2f36f2c', 'email'),
('8e0a760a-b684-494d-af26-606c254a1609', 'adres'),
('3ddbcbf5-4491-46de-b0cd-c8429f07d75e', 'telefon'),
('2636303d-e353-4080-b863-25470cfb7c2d', 'NIP'),
('670a6564-3013-4645-b2ce-49c072ef8ade', 'pesel'),
('bc1d3837-2fba-4420-b7a1-7189ad8f408e', 'email'),
('247ee7d5-ce0e-4557-8907-24522be1200a', 'adres'),
('76c90862-7f4f-4d41-ac24-999572aede00', 'telefon'),
('a15a66f3-de77-47dd-9e79-86d49c814c1a', 'NIP'),
